name,threads,run_date,total_time_process,total_time_cpu,comment,success,cpu_mJ,power_mW,datadir,db,runno
h01,12,07/04/2023 09:17:38,25.919405495980754,292.644557556,boost,True,4265601.61,159124.18374489775,sf500,duckdb,1
h02,12,07/04/2023 09:17:50,10.898794131004252,115.19426908,boost,True,1563722.309,131317.94582283372,sf500,duckdb,1
h03,12,07/04/2023 09:18:14,22.58563182404032,235.014542855,boost,True,3260462.169,138495.8093783852,sf500,duckdb,1
h04,12,07/04/2023 09:19:13,57.318345470004715,475.71958908700003,boost,True,6427919.444,110370.46807969971,sf500,duckdb,1
h05,12,07/04/2023 09:19:41,25.660987449984532,256.61620548400003,boost,True,3534120.716,132182.46719434296,sf500,duckdb,1
h06,12,07/04/2023 09:19:58,16.231336436001584,174.324778772,boost,True,2559059.92,149413.87874304916,sf500,duckdb,1
h07,12,07/04/2023 09:21:15,75.80979780800408,810.984027533,boost,True,9934026.945,129083.47523555247,sf500,duckdb,1
h08,12,07/04/2023 09:21:50,31.016478352015838,315.005102138,boost,True,4353444.984,134206.26375934813,sf500,duckdb,1
h10,12,07/04/2023 09:22:25,34.593631507013924,326.92472879,boost,True,4766278.812,133936.4044426793,sf500,duckdb,1
h11,12,07/04/2023 09:22:33,5.2233415259979665,55.584639888999995,boost,True,814112.333,131968.0251055072,sf500,duckdb,1
h12,12,07/04/2023 09:22:56,22.253168679017108,214.658026042,boost,True,3322417.981,143324.12762547206,sf500,duckdb,1
h13,12,07/04/2023 09:23:55,57.50633442599792,605.2168059950001,boost,True,7322548.73,125315.83406236341,sf500,duckdb,1
h14,12,07/04/2023 09:24:22,24.554701343993656,190.040393715,boost,True,3199983.699,125296.56855772476,sf500,duckdb,1
h15,12,07/04/2023 09:24:52,28.669382421998307,302.49643849,boost,True,4469304.913,151022.5620994386,sf500,duckdb,1
h16,12,07/04/2023 09:25:01,8.5977844800218,85.40290279599999,boost,True,1229362.632,128611.70593211045,sf500,duckdb,1
h19,12,07/04/2023 09:25:30,27.47732897696551,291.520157287,boost,True,4152444.209,146156.70356035925,sf500,duckdb,1
h20,12,07/04/2023 09:26:11,38.621043456019834,378.972904158,boost,True,5375633.912,135649.6612840695,sf500,duckdb,1
h22,12,07/04/2023 09:26:33,20.326526288990863,181.38875173699998,boost,True,2314043.706,108552.2133029766,sf500,duckdb,1
h01,24,07/04/2023 09:26:49,14.183496584009845,306.567622595,boost,True,3399996.655,225402.24976904746,sf500,duckdb,1
h02,24,07/04/2023 09:26:58,8.004599170992151,161.15781294,boost,True,1426877.138,158073.81575749727,sf500,duckdb,1
h03,24,07/04/2023 09:27:14,15.104957571951672,294.340389826,boost,True,2718397.718,169175.46680467247,sf500,duckdb,1
h04,24,07/04/2023 09:28:05,49.09790845902171,705.498151866,boost,True,5945813.852,118845.8288122792,sf500,duckdb,1
h05,24,07/04/2023 09:28:28,21.017372853006236,332.877529853,boost,True,3280067.57,148496.02884919394,sf500,duckdb,1
h06,24,07/04/2023 09:28:38,9.085426460020244,183.704405375,boost,True,2013447.221,201629.2484512229,sf500,duckdb,1
h07,24,07/04/2023 09:29:39,58.936924003995955,1120.3631313439998,boost,True,8687356.171,144531.30337631376,sf500,duckdb,1
h08,24,07/04/2023 09:30:08,25.573474275995977,408.00966538,boost,True,4048052.664,149916.49370155204,sf500,duckdb,1
h10,24,07/04/2023 09:30:35,26.0142673960072,420.94909721299996,boost,True,4185050.905,154887.05026989523,sf500,duckdb,1
h11,24,07/04/2023 09:30:42,3.971919430012349,73.730718458,boost,True,760358.719,154196.40195914483,sf500,duckdb,1
h12,24,07/04/2023 09:30:58,15.862855197978206,259.44636752499997,boost,True,2858666.297,170203.95989627586,sf500,duckdb,1
h13,24,07/04/2023 09:31:43,43.6820087559754,836.2629813660001,boost,True,6327440.998,141833.83316296517,sf500,duckdb,1
h14,24,07/04/2023 09:32:04,18.969942023977637,228.323554096,boost,True,2808656.768,140626.38465165612,sf500,duckdb,1
h15,24,07/04/2023 09:32:29,23.151632119028363,411.06556086300003,boost,True,4374359.505,181592.60841648144,sf500,duckdb,1
h16,24,07/04/2023 09:32:37,6.600501685985364,120.637885994,boost,True,1139236.877,150744.1872185153,sf500,duckdb,1
h19,24,07/04/2023 09:32:57,18.798669626004994,373.778065081,boost,True,3522365.175,178506.7726017313,sf500,duckdb,1
h20,24,07/04/2023 09:33:27,27.760342610999942,512.159327645,boost,True,4685495.866,162810.8703846464,sf500,duckdb,1
h22,24,07/04/2023 09:33:47,18.151069602987263,283.016567602,boost,True,2241263.687,117114.76920284878,sf500,duckdb,1
h01,48,07/04/2023 09:34:01,12.351433909032494,506.621678278,boost,True,3217239.49,242877.74241361694,sf500,duckdb,1
h02,48,07/04/2023 09:34:10,7.767807959986385,288.413751478,boost,True,1469826.714,167198.67901103737,sf500,duckdb,1
h03,48,07/04/2023 09:34:26,15.132592706009746,580.079942559,boost,True,2801713.265,174076.80760910243,sf500,duckdb,1
h04,48,07/04/2023 09:35:16,48.81792227004189,1236.0168222349998,boost,True,6303857.973,126717.31779661021,sf500,duckdb,1
h05,48,07/04/2023 09:35:40,20.667598417028785,507.57976907200003,boost,True,3317695.507,152571.6453948519,sf500,duckdb,1
h06,48,07/04/2023 09:35:49,8.110278001986444,323.292018047,boost,True,1879196.61,208659.09009077869,sf500,duckdb,1
h07,48,07/04/2023 09:36:47,57.18538514903048,1882.649962981,boost,True,8858606.043,151811.81037566575,sf500,duckdb,1
h08,48,07/04/2023 09:37:16,25.389641379006207,661.21897809,boost,True,4107407.444,153151.53475624943,sf500,duckdb,1
h10,48,07/04/2023 09:37:42,24.784787202021107,701.889143084,boost,True,4202866.695,163057.03868039683,sf500,duckdb,1
h11,48,07/04/2023 09:37:49,4.135521188960411,121.762049013,boost,True,802072.81,157717.63926188814,sf500,duckdb,1
h12,48,07/04/2023 09:38:06,15.497215726005379,373.612413896,boost,True,2862480.263,174180.29871651845,sf500,duckdb,1
h13,48,07/04/2023 09:38:48,41.38656523299869,1269.413630173,boost,True,6407021.279,151509.08389290853,sf500,duckdb,1
h14,48,07/04/2023 09:39:17,25.750739257025998,422.513794647,boost,True,3589572.896,134279.80725218393,sf500,duckdb,1
h15,48,07/04/2023 09:39:39,20.71904772502603,811.048269334,boost,True,4540764.84,209735.42635794752,sf500,duckdb,1
h16,48,07/04/2023 09:39:46,6.093989234010223,190.368428892,boost,True,1197173.349,169886.29248697474,sf500,duckdb,1
h19,48,07/04/2023 09:40:06,17.755747159011662,671.573489428,boost,True,3455074.831,184984.07578362705,sf500,duckdb,1
h20,48,07/04/2023 09:40:33,25.685630118998233,845.6171286059999,boost,True,4853239.526,181912.81281128793,sf500,duckdb,1
h22,48,07/04/2023 09:40:54,19.20929718099069,523.8339963650001,boost,True,2420097.532,119857.0263007232,sf500,duckdb,1
h01,12,07/04/2023 09:41:22,26.043830005975906,294.044392073,boost,True,4265662.764,158308.78208323353,sf500,duckdb,2
h02,12,07/04/2023 09:41:34,10.913378412020393,116.18924597,boost,True,1576225.462,132061.0613104086,sf500,duckdb,2
h03,12,07/04/2023 09:41:58,22.360850989993196,232.901879678,boost,True,3229592.29,138499.04833057578,sf500,duckdb,2
