name,threads,run_date,total_time_process,total_time_cpu,comment,success,cpu_mJ,power_mW,datadir,db,runno
h01,12,07/04/2023 17:55:52,57.53583563101711,611.6286474780001,boost,True,9322859.211,157770.60645066338,sf1000,duckdb,1
h02,12,07/04/2023 17:56:18,24.094874794012867,245.890395652,boost,True,3364723.394,130606.54432837623,sf1000,duckdb,1
h03,12,07/04/2023 17:57:19,58.857102148002014,534.420266069,boost,True,8057741.088,133192.42154896315,sf1000,duckdb,1
h05,12,07/04/2023 17:58:23,62.207809961983,575.156217667,boost,True,8314379.382,130035.08859430713,sf1000,duckdb,1
h06,12,07/04/2023 17:58:59,33.90531413600547,354.175880028,boost,True,5274091.159,148657.51515272853,sf1000,duckdb,1
h07,12,07/04/2023 18:02:28,207.19701803900534,1915.735973187,boost,True,25951469.924,124182.80057194122,sf1000,duckdb,1
h08,12,07/04/2023 18:03:44,72.05646433401853,687.486442603,boost,True,9819496.659,132459.89444727523,sf1000,duckdb,1
h10,12,07/04/2023 18:05:06,80.40069544001017,703.0680205079999,boost,True,10817700.775,131793.12010213986,sf1000,duckdb,1
h11,12,07/04/2023 18:05:23,11.72621087601874,126.157294591,boost,True,1783522.893,133414.5645479058,sf1000,duckdb,1
h12,12,07/04/2023 18:06:12,47.91438837797614,440.17199467300003,boost,True,6971151.406,140951.62459735412,sf1000,duckdb,1
h13,12,07/04/2023 18:08:38,144.22389895503875,1484.99245777,boost,True,17439298.664,119618.31013167881,sf1000,duckdb,1
h14,12,07/04/2023 18:09:39,58.113918534014374,382.65166995199996,boost,True,7095983.147,118854.19156639233,sf1000,duckdb,1
h15,12,07/04/2023 18:11:22,100.52411205798853,748.061983,boost,True,13424395.102,131440.75798987356,sf1000,duckdb,1
h16,12,07/04/2023 18:11:42,18.13618548697559,185.376362851,boost,True,2615824.593,132400.1476713816,sf1000,duckdb,1
h19,12,07/04/2023 18:12:56,71.20394091401249,653.338677571,boost,True,10162513.252,139550.85989860704,sf1000,duckdb,1
h20,12,07/04/2023 18:14:29,90.50014431105228,815.3981115519999,boost,True,12261734.694,132976.3067700313,sf1000,duckdb,1
h22,12,07/04/2023 18:15:15,42.41051511204569,378.947622765,boost,True,4700909.878,106871.23815130621,sf1000,duckdb,1
h01,24,07/04/2023 18:15:56,37.678457188012544,673.976030086,boost,True,7927232.334,202000.69037501802,sf1000,duckdb,1
h02,24,07/04/2023 18:16:15,17.629763039993122,344.02826053700005,boost,True,3030565.199,157011.3162402334,sf1000,duckdb,1
h03,24,07/04/2023 18:17:09,51.86368720897008,652.355041746,boost,True,7717182.863,144218.13243039706,sf1000,duckdb,1
h05,24,07/04/2023 18:18:09,57.20277236000402,708.079772966,boost,True,8191113.569,138983.28894413685,sf1000,duckdb,1
h06,24,07/04/2023 18:18:33,21.93352092098212,378.083700314,boost,True,4422375.516,187969.6152914033,sf1000,duckdb,1
h07,24,07/04/2023 18:21:26,171.03250207996462,2785.320821916,boost,True,23576225.785,136389.711584698,sf1000,duckdb,1
h08,24,07/04/2023 18:22:39,68.47272818197962,814.3084626279999,boost,True,9805018.495,139035.9420979236,sf1000,duckdb,1
h10,24,07/04/2023 18:23:47,65.77807711501373,900.442081226,boost,True,9825881.629,145622.7945086887,sf1000,duckdb,1
h11,24,07/04/2023 18:24:00,8.690489308035467,166.777010843,boost,True,1618458.691,156217.1446739844,sf1000,duckdb,1
h12,24,07/04/2023 18:24:35,33.62580518098548,504.211512829,boost,True,5864819.628,166626.88327243394,sf1000,duckdb,1
h13,24,07/04/2023 18:26:21,103.89484776899917,1932.521264984,boost,True,14335784.631,135911.97889817896,sf1000,duckdb,1
h14,24,07/04/2023 18:27:22,57.39061881805537,461.859336378,boost,True,7426197.713,125840.59843894246,sf1000,duckdb,1
h15,24,07/04/2023 18:28:21,56.45786154200323,843.9170219949999,boost,True,9743286.87,167779.27854374476,sf1000,duckdb,1
h16,24,07/04/2023 18:28:37,13.248580257990398,237.978848018,boost,True,2271215.889,152464.397186742,sf1000,duckdb,1
h19,24,07/04/2023 18:29:46,66.2557765810052,857.2714320560001,boost,True,10097534.45,148721.7149074619,sf1000,duckdb,1
h20,24,07/04/2023 18:30:59,70.39226364699425,1063.524360462,boost,True,11003030.134,152634.65520391794,sf1000,duckdb,1
h22,24,07/04/2023 18:31:41,38.10275352298049,580.696453078,boost,True,4639450.838,116514.3847376995,sf1000,duckdb,1
h01,48,07/04/2023 18:32:20,36.76909521402558,897.362658422,boost,True,7933593.028,206992.7442194789,sf1000,duckdb,1
h02,48,07/04/2023 18:32:39,17.193595336051658,613.553221755,boost,True,3115830.977,165141.4258148041,sf1000,duckdb,1
h03,48,07/04/2023 18:33:33,51.74715964903589,820.843523468,boost,True,7827910.917,146609.89345782372,sf1000,duckdb,1
h05,48,07/04/2023 18:34:33,57.187161857960746,830.284628295,boost,True,8294620.439,140764.53428466263,sf1000,duckdb,1
h06,48,07/04/2023 18:34:54,19.65463569300482,614.994707167,boost,True,4131054.736,194546.0279643553,sf1000,duckdb,1
h07,48,07/04/2023 18:37:40,164.16631314798724,4654.066089491,boost,True,23934393.619,144182.9874001648,sf1000,duckdb,1
h08,48,07/04/2023 18:38:55,68.65631851396756,917.464388183,boost,True,9920389.376,140251.50952343774,sf1000,duckdb,1
h10,48,07/04/2023 18:40:02,64.53336712101009,1240.4584605629998,boost,True,9977793.511,150702.60283754248,sf1000,duckdb,1
h11,48,07/04/2023 18:40:16,8.751000702031888,270.806361706,boost,True,1673251.954,160555.01522042108,sf1000,duckdb,1
h12,48,07/04/2023 18:40:50,32.96625097800279,689.741477642,boost,True,5874450.965,170247.74876863847,sf1000,duckdb,1
h13,48,07/04/2023 18:42:26,93.43626497703372,2924.901469983,boost,True,13987752.366,147230.09780208574,sf1000,duckdb,1
h14,48,07/04/2023 18:43:27,57.387661262007896,563.364310778,boost,True,7602186.873,128694.3353326024,sf1000,duckdb,1
h15,48,07/04/2023 18:44:25,55.891396503022406,1338.703458627,boost,True,10719001.838,186397.88668008999,sf1000,duckdb,1
h16,48,07/04/2023 18:44:41,12.65930366201792,399.278555884,boost,True,2442565.41,170254.89429095606,sf1000,duckdb,1
h19,48,07/04/2023 18:45:50,65.97791337402305,1042.1881800239998,boost,True,10195821.832,150946.42074289,sf1000,duckdb,1
h20,48,07/04/2023 18:47:01,68.81662694399711,1537.594405535,boost,True,11508509.898,163153.61319383694,sf1000,duckdb,1
h22,48,07/04/2023 18:47:43,38.318371173983905,1024.148283621,boost,True,4834189.988,121088.39115216756,sf1000,duckdb,1
h01,12,07/04/2023 18:48:43,57.44415722496342,613.591745679,boost,True,9329038.227,157969.43133947335,sf1000,duckdb,2
h02,12,07/04/2023 18:49:09,24.185041526972782,245.952631813,boost,True,3418982.75,132203.48053688573,sf1000,duckdb,2
h03,12,07/04/2023 18:50:10,59.00794495502487,536.874481273,boost,True,8100534.376,133571.8935971814,sf1000,duckdb,2
h05,12,07/04/2023 18:51:15,62.33345563203329,577.391573708,boost,True,8379869.357,130870.52478534052,sf1000,duckdb,2
h06,12,07/04/2023 18:51:51,34.23074434598675,356.814517213,boost,True,5311736.917,148224.0561079263,sf1000,duckdb,2
h07,12,07/04/2023 18:55:18,204.8018622249947,1949.9320851999998,boost,True,25881125.861,125262.1292228206,sf1000,duckdb,2
h08,12,07/04/2023 18:56:37,72.41877957695397,691.0229210079999,boost,True,9852811.693,132326.3678463773,sf1000,duckdb,2
h10,12,07/04/2023 18:57:59,80.03047537797829,696.858847416,boost,True,10787721.536,132030.61254870574,sf1000,duckdb,2
h11,12,07/04/2023 18:58:15,11.756855967978481,126.40648388400001,boost,True,1785868.856,133214.38353738925,sf1000,duckdb,2
h12,12,07/04/2023 18:59:05,47.965606785030104,440.46559385800003,boost,True,6982838.546,140939.23968396892,sf1000,duckdb,2
h13,12,07/04/2023 19:01:20,133.6228983589681,1369.0857182769998,boost,True,16506989.456,122094.80350037786,sf1000,duckdb,2
h14,12,07/04/2023 19:02:21,58.23056720697787,383.411440166,boost,True,7111553.859,118782.57652711443,sf1000,duckdb,2
h15,12,07/04/2023 19:03:34,70.26484073599568,653.875240273,boost,True,10292312.372,143204.40658523567,sf1000,duckdb,2
h16,12,07/04/2023 19:03:54,17.95386510604294,181.037547256,boost,True,2570047.984,131321.46172003707,sf1000,duckdb,2
h19,12,07/04/2023 19:05:08,71.23723309405614,653.719867459,boost,True,10139009.005,139179.1227407842,sf1000,duckdb,2
h20,12,07/04/2023 19:06:39,88.42316975502763,805.732873588,boost,True,12072081.568,133960.28603888032,sf1000,duckdb,2
h22,12,07/04/2023 19:07:25,42.70029300800525,380.513417304,boost,True,4695171.619,106020.91167855466,sf1000,duckdb,2
h01,24,07/04/2023 19:08:06,37.74975908600027,674.729271992,boost,True,7931912.1,201610.08650080007,sf1000,duckdb,2
h02,24,07/04/2023 19:08:25,17.776450743956957,344.775399867,boost,True,3027514.606,155701.4059983526,sf1000,duckdb,2
h03,24,07/04/2023 19:09:19,51.855969525000546,651.604813356,boost,True,7715105.441,144202.48396731625,sf1000,duckdb,2
h05,24,07/04/2023 19:10:19,57.24017517501488,709.916605781,boost,True,8188806.529,138859.28623779098,sf1000,duckdb,2
h06,24,07/04/2023 19:10:43,21.87962228799006,378.032364855,boost,True,4413808.5,188135.3095185197,sf1000,duckdb,2
h07,24,07/04/2023 19:13:35,170.84458622400416,2787.872909153,boost,True,23572307.149,136510.22881871127,sf1000,duckdb,2
h08,24,07/04/2023 19:14:49,68.65222894598264,842.3430318220001,boost,True,9826619.658,138979.11469780732,sf1000,duckdb,2
h10,24,07/04/2023 19:15:57,65.6568753720494,901.185475862,boost,True,9833969.467,146010.86545925747,sf1000,duckdb,2
h11,24,07/04/2023 19:16:11,8.697407553961966,167.328996759,boost,True,1620067.54,156335.45926370216,sf1000,duckdb,2
h12,24,07/04/2023 19:16:46,33.64313944801688,506.339702124,boost,True,5862524.809,166402.2861867486,sf1000,duckdb,2
h13,24,07/04/2023 19:18:27,99.26289958000416,1850.0937680749998,boost,True,13836365.268,137203.16410574949,sf1000,duckdb,2
h14,24,07/04/2023 19:19:28,57.601832073007245,463.576183079,boost,True,7462405.741,125827.1112519575,sf1000,duckdb,2
h15,24,07/04/2023 19:21:09,98.28512374102138,937.0450347,boost,True,14092933.985,141053.84505769255,sf1000,duckdb,2
h16,24,07/04/2023 19:21:25,13.132081096991897,235.84943132499998,boost,True,2257278.468,152736.68663169732,sf1000,duckdb,2
h19,24,07/04/2023 19:22:33,65.77622084796894,853.097589275,boost,True,10047437.797,149074.75550795317,sf1000,duckdb,2
h20,24,07/04/2023 19:23:48,71.90356666705338,1068.8690419870002,boost,True,11154323.228,151551.4134675739,sf1000,duckdb,2
h22,24,07/04/2023 19:24:29,37.53626732598059,577.538346107,boost,True,4559153.949,116253.09968576171,sf1000,duckdb,2
h01,48,07/04/2023 19:25:08,36.60888440196868,896.2269199599999,boost,True,7910589.411,207328.0515731477,sf1000,duckdb,2
h02,48,07/04/2023 19:25:27,17.01057847798802,615.996668829,boost,True,3104273.866,166196.2631352155,sf1000,duckdb,2
