name,threads,run_date,total_time_process,total_time_cpu,comment,success,cpu_mJ,power_mW,datadir,db,runno
h01,1,10/04/2023 09:43:41,84.87734344997443,84.87194847800001,2.8Ghz,True,4270887.134,49958.521529207304,sf100,duckdb,1
h02,1,10/04/2023 09:43:52,10.761680167983286,10.760890521,2.8Ghz,True,577439.3,50058.98051099461,sf100,duckdb,1
h03,1,10/04/2023 09:44:46,52.39233736600727,52.38566467,2.8Ghz,True,2651169.079,49939.50998856127,sf100,duckdb,1
h04,1,10/04/2023 09:45:42,55.52297254698351,55.516388478,2.8Ghz,True,2816142.145,50134.38672043308,sf100,duckdb,1
h05,1,10/04/2023 09:46:34,51.07966392103117,51.074108788000004,2.8Ghz,True,2592700.438,49950.937260174134,sf100,duckdb,1
h06,1,10/04/2023 09:47:25,50.400142853031866,50.396722591,2.8Ghz,True,2552410.743,50038.99007725267,sf100,duckdb,1
h07,1,10/04/2023 09:49:20,113.65422877704259,113.639582835,2.8Ghz,True,5744968.206,50100.39696390209,sf100,duckdb,1
h08,1,10/04/2023 09:50:23,62.388244466041215,62.380951479000004,2.8Ghz,True,3187366.401,50007.43442230025,sf100,duckdb,1
h10,1,10/04/2023 09:51:28,63.70764565502759,63.702175745999995,2.8Ghz,True,3226572.122,50060.412752717086,sf100,duckdb,1
h11,1,10/04/2023 09:51:36,7.3938035920728,7.3932351380000005,2.8Ghz,True,405562.111,50128.47851905007,sf100,duckdb,1
h12,1,10/04/2023 09:52:31,54.12949562899303,54.125089948,2.8Ghz,True,2740756.395,50023.87993273362,sf100,duckdb,1
h13,1,10/04/2023 09:53:36,64.31911086395849,64.311470599,2.8Ghz,True,3254982.899,50103.26120811494,sf100,duckdb,1
h14,1,10/04/2023 09:54:12,35.68336874805391,35.679249491,2.8Ghz,True,1819663.984,50070.4282192687,sf100,duckdb,1
h15,1,10/04/2023 09:55:20,67.1679930939572,67.16323267199999,2.8Ghz,True,3394974.241,50058.57703309822,sf100,duckdb,1
h16,1,10/04/2023 09:55:32,10.854015361052006,10.853165685,2.8Ghz,True,578006.944,50055.52474428932,sf100,duckdb,1
h17,1,10/04/2023 09:57:11,98.73695509298705,98.727452321,2.8Ghz,True,4977979.901,50087.05244398113,sf100,duckdb,1
h18,1,10/04/2023 09:59:55,163.16904891992453,163.15337062900002,2.8Ghz,True,8206192.228,50078.82139061412,sf100,duckdb,1
h19,1,10/04/2023 10:01:04,67.49317624105606,67.486976286,2.8Ghz,True,3415526.08,50116.58486113718,sf100,duckdb,1
