name,threads,run_date,total_time_process,total_time_cpu,comment,success,cpu_mJ,power_mW,datadir,db,runno
h01,12,08/04/2023 06:44:29,61.83568847202696,666.7308267340001,3.8Ghz,True,6630125.082,104337.50360486709,sf1000,duckdb,1
h02,12,08/04/2023 06:44:57,25.77857118297834,263.944011616,3.8Ghz,True,2550002.328,92312.50403188207,sf1000,duckdb,1
h03,12,08/04/2023 06:46:04,64.38202078797622,594.985047463,3.8Ghz,True,6093051.309,92041.86483220603,sf1000,duckdb,1
h05,12,08/04/2023 06:47:13,67.43019184900913,633.2367902489999,3.8Ghz,True,6275275.498,90481.43268656431,sf1000,duckdb,1
h06,12,08/04/2023 06:47:52,37.033190245041624,389.130009697,3.8Ghz,True,3881263.882,100101.27682116823,sf1000,duckdb,1
h07,12,08/04/2023 06:51:36,221.30734821700025,2058.5826734009997,3.8Ghz,True,19585527.652,87701.57931190358,sf1000,duckdb,1
h08,12,08/04/2023 06:52:56,75.48271673399722,742.493982907,3.8Ghz,True,7228835.85,92912.10958038224,sf1000,duckdb,1
h10,12,08/04/2023 06:54:20,82.66635058599059,738.832683971,3.8Ghz,True,7871405.296,93136.74939962645,sf1000,duckdb,1
h11,12,08/04/2023 06:54:38,12.283871951047331,132.899626719,3.8Ghz,True,1318469.398,93563.47934056395,sf1000,duckdb,1
h12,12,08/04/2023 06:55:31,50.83564804599155,476.62231640100003,3.8Ghz,True,5062378.49,96286.32585623937,sf1000,duckdb,1
h13,12,08/04/2023 06:57:53,139.87962430901825,1419.709831343,3.8Ghz,True,12231991.038,86372.75207553654,sf1000,duckdb,1
h14,12,08/04/2023 06:58:54,58.93829768901924,412.985924357,3.8Ghz,True,5122176.271,84241.04625426242,sf1000,duckdb,1
h15,12,08/04/2023 07:00:39,102.4100169899757,818.988376366,3.8Ghz,True,9641763.449,92540.68236698724,sf1000,duckdb,1
h16,12,08/04/2023 07:01:00,18.7109603320132,185.398329245,3.8Ghz,True,1878442.514,91545.9470821189,sf1000,duckdb,1
h19,12,08/04/2023 07:02:18,74.65667082404252,706.262745559,3.8Ghz,True,7362072.032,96318.05560540479,sf1000,duckdb,1
h20,12,08/04/2023 07:03:59,98.09470360196428,897.368594702,3.8Ghz,True,9310177.906,93132.12442024976,sf1000,duckdb,1
h22,12,08/04/2023 07:04:48,45.26988399296533,398.799592356,3.8Ghz,True,3659250.185,77779.11015017593,sf1000,duckdb,1
h01,24,08/04/2023 07:05:30,38.15697790699778,717.7248015,3.8Ghz,True,5604020.844,140420.78116639078,sf1000,duckdb,1
h02,24,08/04/2023 07:05:50,18.073720398009755,353.874348954,3.8Ghz,True,2219442.092,111440.36521886855,sf1000,duckdb,1
h03,24,08/04/2023 07:06:47,54.51366424601292,745.558117744,3.8Ghz,True,5753317.688,102127.58144375401,sf1000,duckdb,1
h05,24,08/04/2023 07:07:49,59.55349247902632,806.0424822489999,3.8Ghz,True,6094857.887,99154.24901153875,sf1000,duckdb,1
h06,24,08/04/2023 07:08:13,22.286327904032078,407.320346843,3.8Ghz,True,3153460.409,131199.3076966666,sf1000,duckdb,1
h07,24,08/04/2023 07:11:22,187.04768200503895,3068.437698284,3.8Ghz,True,18163157.012,96069.47827698867,sf1000,duckdb,1
h08,24,08/04/2023 07:12:36,68.92944177100435,874.052100251,3.8Ghz,True,7094075.683,99570.60756261776,sf1000,duckdb,1
h10,24,08/04/2023 07:13:44,65.28710066201165,934.283037446,3.8Ghz,True,7032656.45,104721.08673532236,sf1000,duckdb,1
h11,24,08/04/2023 07:13:58,8.823850655986462,174.183908045,3.8Ghz,True,1184865.376,111329.7609724561,sf1000,duckdb,1
h12,24,08/04/2023 07:14:34,34.18617846095003,539.18296,3.8Ghz,True,4212292.996,117221.91699667959,sf1000,duckdb,1
h13,24,08/04/2023 07:16:13,96.58302383497357,1818.739176462,3.8Ghz,True,9772322.264,99396.85199594968,sf1000,duckdb,1
h14,24,08/04/2023 07:17:15,58.70382337103365,573.13993128,3.8Ghz,True,5479066.887,90475.91904952576,sf1000,duckdb,1
h15,24,08/04/2023 07:18:19,61.02842543902807,998.085504304,3.8Ghz,True,7311060.036,116398.82802941279,sf1000,duckdb,1
h16,24,08/04/2023 07:18:36,14.116641746950336,252.397995138,3.8Ghz,True,1693935.867,106256.0882898302,sf1000,duckdb,1
h19,24,08/04/2023 07:19:48,69.09239304903895,962.258303489,3.8Ghz,True,7417563.974,104649.91985429924,sf1000,duckdb,1
h20,24,08/04/2023 07:21:07,76.55822827899829,1260.8382629080002,3.8Ghz,True,8357101.247,106521.45345425299,sf1000,duckdb,1
h22,24,08/04/2023 07:21:53,41.642349867965095,636.484549743,3.8Ghz,True,3639796.77,83644.68132193589,sf1000,duckdb,1
h01,48,08/04/2023 07:22:33,36.854858419974335,965.0914050980001,3.8Ghz,True,5636047.538,146110.9691676084,sf1000,duckdb,1
h02,48,08/04/2023 07:22:53,17.767978438991122,634.599072429,3.8Ghz,True,2302184.364,117385.92371944629,sf1000,duckdb,1
