name,threads,run_date,total_time_process,total_time_cpu,comment,success,datadir,db,runno
h01,48,10/08/2023 09:47:25,16.996863441017922,525.440036459,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h02,48,10/08/2023 09:47:26,0.9014452990086284,13.792014569999992,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h04,48,10/08/2023 09:47:40,14.045381389994873,419.5842317160001,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h05,48,10/08/2023 09:48:04,24.557757771981414,921.809339873,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h06,48,10/08/2023 09:48:07,2.7411040109873284,86.72212140400006,,True,../fanniemae-benchmark/sf100,polars-streaming,1
,False,10/08/2023 09:48:07,,,,False,../fanniemae-benchmark/sf100,polars-streaming,1
h08,48,10/08/2023 09:48:38,31.155207096016966,323.44071473099984,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h09,48,10/08/2023 09:53:01,262.4524446480209,3330.783088145,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h10,48,10/08/2023 09:55:04,123.32569939500536,3064.2909710999993,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h11,48,10/08/2023 09:55:32,27.75100153099629,145.03167560399925,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h12,48,10/08/2023 09:57:32,120.02114842602168,605.7708893660001,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h13,48,10/08/2023 09:58:22,50.222587600001134,645.2909628369998,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h14,48,10/08/2023 09:58:34,12.223607552004978,144.61238593300004,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h15,48,10/08/2023 09:58:39,4.497786677005934,119.26003049499923,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h16,48,10/08/2023 09:58:42,3.321624039002927,67.66963573199973,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h17,48,10/08/2023 10:00:25,102.72143685398623,1432.4143586299997,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h19,48,10/08/2023 10:00:43,17.835573646007106,356.22571312000036,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h20,48,10/08/2023 10:01:44,61.358850327000255,465.41018248100045,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h21,48,10/08/2023 10:30:01,1696.7396498020098,5561.110517279001,,True,../fanniemae-benchmark/sf100,polars-streaming,1
h22,48,10/08/2023 10:30:04,3.383873341983417,39.83634666500075,,True,../fanniemae-benchmark/sf100,polars-streaming,1
