name,threads,run_date,total_time_process,total_time_cpu,comment,success,datadir,db,runno
h01,48,16/08/2023 11:24:58,84.70278381102253,2644.4449618360004,,True,../fanniemae-benchmark/sf500,polars-streaming,1
h02,48,16/08/2023 11:25:03,5.3078696930315346,66.88784179100003,,True,../fanniemae-benchmark/sf500,polars-streaming,1
h04,48,16/08/2023 11:28:55,231.04927590698935,9459.464034006,,True,../fanniemae-benchmark/sf500,polars-streaming,1
h05,48,16/08/2023 11:39:01,606.8116972829448,26052.110677787,,True,../fanniemae-benchmark/sf500,polars-streaming,1
h10,48,16/08/2023 12:31:20,3138.9538403230254,85458.67856588,,True,../fanniemae-benchmark/sf500,polars-streaming,1
h11,48,16/08/2023 12:41:37,616.8553476879606,2665.2768838969932,,True,../fanniemae-benchmark/sf500,polars-streaming,1
h14,48,16/08/2023 12:42:53,75.64117358799558,953.0641603599943,,True,../fanniemae-benchmark/sf500,polars-streaming,1
h15,48,16/08/2023 12:43:16,23.65186898293905,608.595034974991,,True,../fanniemae-benchmark/sf500,polars-streaming,1
h16,48,16/08/2023 12:43:58,41.42095832002815,1020.33855038599,,True,../fanniemae-benchmark/sf500,polars-streaming,1
h19,48,16/08/2023 12:47:18,200.57221294101328,5106.63770250199,,True,../fanniemae-benchmark/sf500,polars-streaming,1
h20,48,16/08/2023 13:02:59,940.5284026300069,7804.466326980997,,True,../fanniemae-benchmark/sf500,polars-streaming,1
h22,48,16/08/2023 13:03:18,19.160693653975613,202.83835123301833,,True,../fanniemae-benchmark/sf500,polars-streaming,1
h01,48,16/08/2023 13:04:41,82.55588080803864,2718.013516962994,,True,../fanniemae-benchmark/sf500,polars-streaming,2
h02,48,16/08/2023 13:04:46,5.172315886011347,75.84298800199758,,True,../fanniemae-benchmark/sf500,polars-streaming,2
h04,48,16/08/2023 13:08:38,232.49385258904658,9496.66493499602,,True,../fanniemae-benchmark/sf500,polars-streaming,2
h05,48,16/08/2023 13:18:45,606.1414495849749,26208.297914822993,,True,../fanniemae-benchmark/sf500,polars-streaming,2
h10,48,16/08/2023 14:10:57,3132.2056145119714,85591.69752783998,,True,../fanniemae-benchmark/sf500,polars-streaming,2
h11,48,16/08/2023 14:21:13,616.3347491049208,2686.1657888339832,,True,../fanniemae-benchmark/sf500,polars-streaming,2
h14,48,16/08/2023 14:22:27,73.65659180900548,930.2179929140257,,True,../fanniemae-benchmark/sf500,polars-streaming,2
h15,48,16/08/2023 14:22:59,32.00579064292833,565.1684027879965,,True,../fanniemae-benchmark/sf500,polars-streaming,2
h16,48,16/08/2023 14:23:40,41.03696516796481,1015.0778081210447,,True,../fanniemae-benchmark/sf500,polars-streaming,2
h19,48,16/08/2023 14:27:02,202.2429400680121,5108.500033040007,,True,../fanniemae-benchmark/sf500,polars-streaming,2
