name,threads,run_date,total_time_process,total_time_cpu,comment,success,datadir,db,runno
h01,48,10/08/2023 09:43:10,1.5056701200082898,52.334676635,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h02,48,10/08/2023 09:43:10,0.05890731600811705,1.6984385010000054,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h04,48,10/08/2023 09:43:11,1.1783619220077526,14.921466366999994,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h05,48,10/08/2023 09:43:12,0.699995561997639,19.599952180000002,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h06,48,10/08/2023 09:43:12,0.2908997260092292,9.086485679999996,,True,../fanniemae-benchmark/sf10,polars-streaming,1
,False,10/08/2023 09:43:12,,,,False,../fanniemae-benchmark/sf10,polars-streaming,1
h08,48,10/08/2023 09:43:14,2.300861305993749,24.074565621999994,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h09,48,10/08/2023 09:43:25,11.027208761981456,158.63568320500002,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h10,48,10/08/2023 09:43:28,2.2549086879880633,42.42151282399999,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h11,48,10/08/2023 09:43:28,0.506944396009203,4.144710511000028,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h12,48,10/08/2023 09:43:34,5.428877408994595,35.98770404999999,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h13,48,10/08/2023 09:43:38,3.873183974996209,45.911752985999954,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h14,48,10/08/2023 09:43:38,0.862034785997821,11.82657529200003,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h15,48,10/08/2023 09:43:39,0.46144494498730637,11.568939592999982,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h16,48,10/08/2023 09:43:39,0.2635821709991433,3.864454093000006,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h17,48,10/08/2023 09:43:48,8.617482895002468,103.87372376299999,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h19,48,10/08/2023 09:43:49,1.1957482559955679,26.52366541599997,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h20,48,10/08/2023 09:43:51,1.597828729019966,22.08505460599997,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h21,48,10/08/2023 09:44:19,28.107231229019817,270.874944185,,True,../fanniemae-benchmark/sf10,polars-streaming,1
h22,48,10/08/2023 09:44:19,0.3634776409890037,3.6450748250000515,,True,../fanniemae-benchmark/sf10,polars-streaming,1
